timestamp,value
2025-08-17 12:21:00,658
2025-08-17 12:21:08,687
2025-08-17 12:21:16,717
2025-08-17 12:21:24,746
2025-08-17 12:21:32,766
2025-08-17 12:21:40,647
2025-08-17 12:21:48,686
2025-08-17 12:22:00,686
2025-08-17 12:22:06,713
2025-08-17 12:22:12,744
2025-08-17 12:22:18,764
2025-08-17 12:22:24,658
2025-08-17 12:22:30,738
2025-08-17 12:22:36,762
2025-08-17 12:22:42,783
2025-08-17 12:22:48,658
2025-08-17 12:22:54,706
2025-08-17 12:23:00,754
2025-08-17 12:23:06,686
2025-08-17 12:23:12,713
2025-08-17 12:23:18,781
2025-08-17 12:23:24,676
2025-08-17 12:23:30,703
2025-08-17 12:23:36,765
2025-08-17 12:23:42,779
2025-08-17 12:23:48,732
2025-08-17 12:23:54,660
2025-08-17 12:24:00,687
2025-08-17 12:24:06,714
2025-08-17 12:24:12,741
2025-08-17 12:24:18,767
2025-08-17 12:24:24,673
2025-08-17 12:24:30,702
2025-08-17 12:24:36,739
2025-08-17 12:24:42,769
2025-08-17 12:24:48,786
2025-08-17 12:24:54,657
2025-08-17 12:25:00,686
2025-08-17 12:25:05,715
2025-08-17 12:25:10,744
2025-08-17 12:25:15,763
2025-08-17 12:25:20,796
2025-08-17 12:25:25,656
2025-08-17 12:25:30,705
2025-08-17 12:25:35,733
2025-08-17 12:25:40,762
2025-08-17 12:25:45,781
2025-08-17 12:25:50,683
2025-08-17 12:26:00,791
2025-08-17 12:26:05,705
2025-08-17 12:26:10,734
2025-08-17 12:26:15,768
2025-08-17 12:26:20,687
2025-08-17 12:26:25,720
2025-08-17 12:26:30,745
2025-08-17 12:26:35,801
2025-08-17 12:26:40,821
2025-08-17 12:26:45,683
2025-08-17 12:26:50,777
2025-08-17 12:27:00,722
2025-08-17 12:27:05,751
2025-08-17 12:27:10,781
2025-08-17 12:27:15,806
2025-08-17 12:27:20,702
2025-08-17 12:27:25,733
2025-08-17 12:27:30,757
2025-08-17 12:27:35,791
